polarity	aspect	term	term_pos	sentence	input
positive	FOOD#QUALITY	food	4:8	The food was good.	food 4:8 FOOD#QUALITY
positive	FOOD#QUALITY	Chinese food	25:37	Simply some good tasting Chinese food at incredible prices...	Chinese food 25:37 FOOD#QUALITY
positive	FOOD#QUALITY	crust	77:82	Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!	crust 77:82 FOOD#QUALITY
neutral	FOOD#QUALITY	food	104:108	With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.	food 104:108 FOOD#QUALITY
negative	SERVICE#GENERAL	waiter	54:60	Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the potato stuff kanish best one.	waiter 54:60 SERVICE#GENERAL
positive	FOOD#QUALITY	fries	115:120	The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.	fries 115:120 FOOD#QUALITY
positive	AMBIENCE#GENERAL	bar	7:10	A cool bar with great food, and tons of excellent beer.	bar 7:10 AMBIENCE#GENERAL
positive	DRINKS#QUALITY	wine	4:8	The wine the service was very good too.	wine 4:8 DRINKS#QUALITY
positive	FOOD#QUALITY	Sushi	45:50	While their kitchen food is delicious, their Sushi is out of this world.	Sushi 45:50 FOOD#QUALITY
negative	AMBIENCE#GENERAL	restaurant	31:41	It's a rather cramped and busy restaurant and it closes early.	restaurant 31:41 AMBIENCE#GENERAL
negative	FOOD#QUALITY	food	0:4	food was luke warm.	food 0:4 FOOD#QUALITY
negative	RESTAURANT#MISCELLANEOUS	restaurant	31:41	It's a rather cramped and busy restaurant and it closes early.	restaurant 31:41 RESTAURANT#MISCELLANEOUS
positive	DRINKS#QUALITY	drinks	18:24	We love the food, drinks, and atmosphere!	drinks 18:24 DRINKS#QUALITY
positive	FOOD#PRICES	food	93:97	Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!	food 93:97 FOOD#PRICES
negative	SERVICE#GENERAL	staff	23:28	I'd be horrified if my staff were turning away customers so early and so rudely!	staff 23:28 SERVICE#GENERAL
positive	SERVICE#GENERAL	servers	37:44	I go out to eat and like my courses, servers are patient and never rush courses or force another drink.	servers 37:44 SERVICE#GENERAL
positive	DRINKS#QUALITY	sake	177:181	We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.	sake 177:181 DRINKS#QUALITY
positive	FOOD#QUALITY	main course	13:24	However, our main course was wonderful.	main course 13:24 FOOD#QUALITY
positive	FOOD#QUALITY	food	4:8	The food here is rather good, but only if you like to wait for it.	food 4:8 FOOD#QUALITY
negative	FOOD#QUALITY	spinach	61:68	It was served with skin, over a bed of extremely undercooked spinach and mashed potatoes.	spinach 61:68 FOOD#QUALITY
positive	RESTAURANT#GENERAL	restaurant	44:54	I thanked my friend who recommended me this restaurant and will certainly recommend it to others.	restaurant 44:54 RESTAURANT#GENERAL
negative	FOOD#QUALITY	food	211:215	By the time we left our wallets were empy and so were our stomachs AND we missed the show we were supposed to see following our dinner, which would have been acceptable if we got to enjoy the experience of good food and belly dancers!	food 211:215 FOOD#QUALITY
positive	SERVICE#GENERAL	service	35:42	great food, great wine list, great service in a great neighborhood...	service 35:42 SERVICE#GENERAL
positive	DRINKS#QUALITY	martinis	29:37	We waited at the bar and had martinis that were just right.	martinis 29:37 DRINKS#QUALITY
positive	SERVICE#GENERAL	waiter	32:38	We were greeted promptly by the waiter who was very nice and cordial.	waiter 32:38 SERVICE#GENERAL
positive	FOOD#QUALITY	fish tacos	23:33	I highly recommend the fish tacos, everything else was ok.	fish tacos 23:33 FOOD#QUALITY
negative	FOOD#QUALITY	grilled Mahi Mahi	79:96	Everyone seemed generally happy with their food, except my brother who had the grilled Mahi Mahi, seemingly drenched in Grapfruit Juice! 	grilled Mahi Mahi 79:96 FOOD#QUALITY
positive	RESTAURANT#GENERAL	Red Eye Grill	27:40	You cannot go wrong at the Red Eye Grill.	Red Eye Grill 27:40 RESTAURANT#GENERAL
positive	FOOD#QUALITY	toppings	12:20	Spreads and toppings are great - though a bit pricey.	toppings 12:20 FOOD#QUALITY
positive	DRINKS#QUALITY	cocktail with Citrus Vodka and lemon and lime juice and mint leaves	17:84	The have a great cocktail with Citrus Vodka and lemon and lime juice and mint leaves that is to die for!	cocktail with Citrus Vodka and lemon and lime juice and mint leaves 17:84 DRINKS#QUALITY
positive	FOOD#QUALITY	Cheese plate	0:12	Cheese plate is a varied delight and great bargain at $10.	Cheese plate 0:12 FOOD#QUALITY
positive	SERVICE#GENERAL	service	77:84	We have been to this place many times, and always have great food, wine, and service.	service 77:84 SERVICE#GENERAL
positive	FOOD#STYLE_OPTIONS	food	4:8	The food is all shared so we get to order together and eat together.	food 4:8 FOOD#STYLE_OPTIONS
positive	FOOD#QUALITY	Pastrami	5:13	Best Pastrami I ever had and great portion without being ridiculous.	Pastrami 5:13 FOOD#QUALITY
positive	SERVICE#GENERAL	staff	15:20	Winnie and her staff are the best crew you can find serving you.	staff 15:20 SERVICE#GENERAL
positive	RESTAURANT#GENERAL	place	22:27	I generally like this place.	place 22:27 RESTAURANT#GENERAL
negative	FOOD#QUALITY	food	4:8	The food now is inconsistent.	food 4:8 FOOD#QUALITY
positive	FOOD#QUALITY	risottos	31:39	The pastas are incredible, the risottos (particularly the sepia) are fantastic and the braised rabbit is amazing.	risottos 31:39 FOOD#QUALITY
positive	AMBIENCE#GENERAL	back garden sitting area	4:28	THe back garden sitting area is very pleasant, where you can see their personal herb garden.	back garden sitting area 4:28 AMBIENCE#GENERAL
positive	FOOD#QUALITY	sauces	23:29	The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.	sauces 23:29 FOOD#QUALITY
positive	RESTAURANT#MISCELLANEOUS	place	28:33	great toppings definitely a place you need to check out for late night munchies or a mid day boost!	place 28:33 RESTAURANT#MISCELLANEOUS
positive	SERVICE#GENERAL	staff	4:9	The staff is very good.	staff 4:9 SERVICE#GENERAL
positive	FOOD#QUALITY	food	4:8	The food is wonderful, tasty and filling, and the service is professional and friendly.	food 4:8 FOOD#QUALITY
positive	RESTAURANT#GENERAL	place	105:110	As a Japanese native, I've lived in the Tristate area for over 8 years, but I was just so amazed at this place.	place 105:110 RESTAURANT#GENERAL
positive	AMBIENCE#GENERAL	atmosphere	30:40	We love the food, drinks, and atmosphere!	atmosphere 30:40 AMBIENCE#GENERAL
positive	FOOD#PRICES	food	4:8	The food is flavorful, plentiful and reasonably priced.	food 4:8 FOOD#PRICES
negative	FOOD#QUALITY	soup for the udon	4:21	The soup for the udon was soy sauce and water.	soup for the udon 4:21 FOOD#QUALITY
positive	FOOD#QUALITY	food	34:38	The service was excellent and the food was delicious.	food 34:38 FOOD#QUALITY
positive	RESTAURANT#GENERAL	restaurant	33:43	I highly recommend visiting this restaurant and having dinner and drinks!	restaurant 33:43 RESTAURANT#GENERAL
positive	FOOD#QUALITY	food	36:40	Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.	food 36:40 FOOD#QUALITY
positive	FOOD#QUALITY	sashimi	4:11	The sashimi is always fresh and the rolls are innovative and delicious.	sashimi 4:11 FOOD#QUALITY
positive	DRINKS#QUALITY	SEASONAL beer	34:47	(Always ask the bartender for the SEASONAL beer!!!	SEASONAL beer 34:47 DRINKS#QUALITY
positive	FOOD#QUALITY	food	47:51	i've been to sapphire twice and both times the food was fine, if not good.	food 47:51 FOOD#QUALITY
negative	RESTAURANT#GENERAL	PIZZA 33	3:11	NO PIZZA 33 for me!	PIZZA 33 3:11 RESTAURANT#GENERAL
positive	FOOD#QUALITY	food	61:65	The atmosphere is unheralded, the service impecible, and the food magnificant.	food 61:65 FOOD#QUALITY
positive	SERVICE#GENERAL	service	72:79	We have gone for dinner only a few times but the same great quality and service is given.	service 72:79 SERVICE#GENERAL
positive	FOOD#QUALITY	desert	55:61	Nice atmosphere, the service was very pleasant and the desert was good.	desert 55:61 FOOD#QUALITY
positive	FOOD#QUALITY	hot dogs	6:14	great hot dogs..	hot dogs 6:14 FOOD#QUALITY
positive	SERVICE#GENERAL	Greg	27:31	Servers are all different, Greg is my favorite.	Greg 27:31 SERVICE#GENERAL
positive	LOCATION#GENERAL	view	4:8	The view is breathtaking the service is top notch... the ambiance is wonderfull.	view 4:8 LOCATION#GENERAL
negative	FOOD#STYLE_OPTIONS	dessert	5:12	Tiny dessert was $8.00...just plain overpriced for what it is.	dessert 5:12 FOOD#STYLE_OPTIONS
negative	RESTAURANT#PRICES	Bark	74:78	At first glance this place seems a bit pricey for a hot dog joint, but at Bark you don't just get your average hot dog.	Bark 74:78 RESTAURANT#PRICES
positive	SERVICE#GENERAL	service	93:100	I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.	service 93:100 SERVICE#GENERAL
neutral	AMBIENCE#GENERAL	environment	4:15	The environment is very upscale and you will see a lot of rich guys with trophy wives or just highly paid escorts.	environment 4:15 AMBIENCE#GENERAL
negative	SERVICE#GENERAL	manager	4:11	The manager was rude and handled the situation extremely poorly.	manager 4:11 SERVICE#GENERAL
positive	FOOD#QUALITY	food	39:43	The only thing more wonderful than the food (which is exceptional) is the service.	food 39:43 FOOD#QUALITY
negative	FOOD#QUALITY	French Onion soup	43:60	The food was average to above-average; the French Onion soup filling yet not overly impressive, and the desserts not brilliant in any way.	French Onion soup 43:60 FOOD#QUALITY
positive	FOOD#STYLE_OPTIONS	selection of thin crust pizza	37:66	This is a nice pizza place with good selection of thin crust pizza including the Basil slice.	selection of thin crust pizza 37:66 FOOD#STYLE_OPTIONS
negative	FOOD#QUALITY	entree	4:10	The entree was bland and small, dessert was not inspired.	entree 4:10 FOOD#QUALITY
positive	SERVICE#GENERAL	service	4:11	The service was extremely fast and attentive(thanks to the service button on your table) but I barely understood 1 word when the waiter took our order.	service 4:11 SERVICE#GENERAL
positive	FOOD#QUALITY	caviar	21:27	From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.	caviar 21:27 FOOD#QUALITY
negative	FOOD#QUALITY	sauce	4:9	The sauce tasted more like Chinese fast food than decent Korean.	sauce 4:9 FOOD#QUALITY
positive	FOOD#PRICES	Taiwanese food	10:24	Authentic Taiwanese food that's cheap... what more could you ask for?	Taiwanese food 10:24 FOOD#PRICES
negative	FOOD#QUALITY	nakgi-bokum	4:15	The nakgi-bokum was horrible.	nakgi-bokum 4:15 FOOD#QUALITY
negative	SERVICE#GENERAL	waiter	4:10	The waiter delivered our food while holding what appeared to be a plastic bag of garbage in one hand.	waiter 4:10 SERVICE#GENERAL
positive	FOOD#QUALITY	Food	0:4	Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.	Food 0:4 FOOD#QUALITY
positive	SERVICE#GENERAL	seating	29:36	Great friendly service, Fast seating, Fast Delivery, Excellent sushi.	seating 29:36 SERVICE#GENERAL
negative	FOOD#QUALITY	Sauce	0:5	Sauce was watery and the food didn't have much flavor.	Sauce 0:5 FOOD#QUALITY
positive	FOOD#QUALITY	asparagus, truffle oil, parmesan bruschetta	5:48	(The asparagus, truffle oil, parmesan bruschetta is a winner!)	asparagus, truffle oil, parmesan bruschetta 5:48 FOOD#QUALITY
positive	FOOD#QUALITY	food	4:8	The food is tasty and portion sizes are appropriate.	food 4:8 FOOD#QUALITY
negative	DRINKS#STYLE_OPTIONS	beer	17:21	There was no tap beer that evening, which was a disappointment. 	beer 17:21 DRINKS#STYLE_OPTIONS
positive	SERVICE#GENERAL	service	4:11	The service is excellent, the decor is great, and the food is delicious and comes in large portions.	service 4:11 SERVICE#GENERAL
negative	FOOD#QUALITY	vegetarian dish	22:37	Rather than preparing vegetarian dish, the chef presented me with a plate of steamed vegetables (minus sauce, seasoning, or any form or aesthetic presentation).	vegetarian dish 22:37 FOOD#QUALITY
positive	AMBIENCE#GENERAL	place	30:35	Love the scene first off- the place has a character and nice light to it..very fortunate, location wise.	place 30:35 AMBIENCE#GENERAL
positive	RESTAURANT#MISCELLANEOUS	crowd	65:70	In the evening, this place attracted a well dressed, with it, NY crowd.	crowd 65:70 RESTAURANT#MISCELLANEOUS
negative	SERVICE#GENERAL	staff	149:154	Mistakes happen, but they are usually accompanied by an apology, perhaps even a glass of wine...but not the grunt that we received from the Al Di La staff.	staff 149:154 SERVICE#GENERAL
positive	SERVICE#GENERAL	service	4:11	The service was spectacular as the waiter knew everything about the menu and his recommendations were amazing!	service 4:11 SERVICE#GENERAL
positive	FOOD#PRICES	rice dishes	66:77	And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).	rice dishes 66:77 FOOD#PRICES
positive	FOOD#QUALITY	calamari	45:53	The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.	calamari 45:53 FOOD#QUALITY
positive	FOOD#QUALITY	food	59:63	Wish NY had more of these kind of places: intimate, superb food, homey, top notch all the way around, certainly worth the wait.	food 59:63 FOOD#QUALITY
positive	AMBIENCE#GENERAL	modern Japanese brasserie	32:57	This is undoubtedly my favorite modern Japanese brasserie (that don’t serve sushi), and in my opinion, one of the most romantic restaurants in the city!	modern Japanese brasserie 32:57 AMBIENCE#GENERAL
positive	FOOD#QUALITY	food	4:8	the food is always fresh ...	food 4:8 FOOD#QUALITY
positive	FOOD#QUALITY	pork croquette sandwich	77:100	The hot dogs are good, yes, but the reason to get over here is the fantastic pork croquette sandwich, perfect on its supermarket squishy bun.	pork croquette sandwich 77:100 FOOD#QUALITY
positive	FOOD#QUALITY	food	6:10	Great food and the prices are very reasonable.	food 6:10 FOOD#QUALITY
positive	SERVICE#GENERAL	staff	50:55	The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.	staff 50:55 SERVICE#GENERAL
positive	FOOD#STYLE_OPTIONS	triple color and norwegetan rolls	27:60	They have great rolls, the triple color and norwegetan rolls, are awesome and filling.	triple color and norwegetan rolls 27:60 FOOD#STYLE_OPTIONS
positive	DRINKS#PRICES	wine	7:11	Decent wine at reasonable prices.	wine 7:11 DRINKS#PRICES
negative	RESTAURANT#PRICES	place	5:10	This place is not worth the prices.	place 5:10 RESTAURANT#PRICES
negative	RESTAURANT#GENERAL	restaurant	21:31	It wasn't as if this restaurant had any major bragging points before hand, but now it's simply repulsive.	restaurant 21:31 RESTAURANT#GENERAL
positive	RESTAURANT#MISCELLANEOUS	Pacifico	0:8	Pacifico is a great place to casually hang out.	Pacifico 0:8 RESTAURANT#MISCELLANEOUS
positive	FOOD#QUALITY	prixe fixe tasting menu	32:55	The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.	prixe fixe tasting menu 32:55 FOOD#QUALITY
negative	AMBIENCE#GENERAL	mirrors	22:29	Despite the confusing mirrors this will likely be my go-to for modern Japanese food for the foreseeable future.	mirrors 22:29 AMBIENCE#GENERAL
